"Instruction","","Lat","TP","Uops","Ports"
"OR_LOCK (M64, 0)","BASE","[≤8;18]","19.78","1",""
"OR_LOCK (M64, I32)","BASE","[≤8;17]","19.78","1",""
"OR_LOCK (M64, I8)","BASE","[≤8;18]","19.78","1",""
"OR_LOCK (M64, R64)","BASE","[1;17]","19.78","1",""
"OR_LOCK (M8, 0)","BASE","[≤7;18]","19.78","1",""
"OR_LOCK (M8, I8)","BASE","[≤7;18]","19.75","1",""
"OR_LOCK (M8, R8h)","BASE","[1;18]","19.78","1",""
"OR_LOCK (M8, R8l)","BASE","[1;18]","19.78","1",""
"OR_R0 (R8l, 0)","BASE","1","0.20","1",""
"OR_R0 (R8l, I8)","BASE","1","0.20","1",""
"OR_R4 (R8l, 0)","BASE","1","0.20","1",""
"OR_R4 (R8l, I8)","BASE","1","0.20","1",""
"OUT (0, AL)","BASE","","5456.17","50",""
"OUT (0, AX)","BASE","","5467.87","50",""
"OUT (0, EAX)","BASE","","5474.00","50",""
"OUT (DX, AL)","BASE","","19333.37","50",""
"OUT (DX, AX)","BASE","","21485.73","50",""
"OUT (DX, EAX)","BASE","","25876.73","50",""
"OUT (I8, AL)","BASE","","19407.75","50",""
"OUT (I8, AX)","BASE","","21703.38","50",""
"OUT (I8, EAX)","BASE","","25868.38","50",""
"OUTSB","BASE","","19394.08","29",""
"OUTSB_REPE","BASE","","30.90","17",""
"OUTSB_REPNE","BASE","","30.90","17",""
"OUTSD","BASE","","25877.35","29",""
"OUTSD_REPE","BASE","","31.00","17",""
"OUTSD_REPE_REX64","BASE","","30.90","17",""
"OUTSD_REPNE","BASE","","30.90","17",""
"OUTSD_REPNE_REX64","BASE","","30.90","17",""
"OUTSW","BASE","","21706.20","29",""
"OUTSW_REPE","BASE","","31.00","17",""
"OUTSW_REPNE","BASE","","30.90","17",""
"POP (FS)","BASE","","","",""
"POP (GS)","BASE","","","",""
"POP (M16)","BASE","≤10","2.00","3",""
"POP (M64)","BASE","[≤0;≤10]","0.50","2",""
"POP (R16)","BASE","[1;≤7]","1.00","3",""
"POP (R64)","BASE","[≤0;4]","0.25","1",""
"POP_W (FS)","BASE","","","",""
"POP_W (GS)","BASE","","","",""
"POPF","BASE","","13.00","34",""
"PUSH (0)","BASE","≤10","0.50","1",""
"PUSH (FS)","BASE","≤8","1.00","2",""
"PUSH (GS)","BASE","≤8","1.00","2",""
"PUSH (I32)","BASE","≤10","0.50","1",""
"PUSH (I8)","BASE","≤10","0.50","1",""
"PUSH (M16)","BASE","≤5","2.00","3",""
"PUSH (M64)","BASE","≤3","0.50","2",""
"PUSH (R16)","BASE","[≤5;≤7]","1.00","3",""
"PUSH (R64)","BASE","[≤0;≤10]","0.50","1",""
"PUSH_W (0)","BASE","≤5","1.00","2",""
"PUSH_W (FS)","BASE","≤8","2.00","3",""
"PUSH_W (GS)","BASE","≤8","2.00","3",""
"PUSH_W (I16)","BASE","≤5","1.00","2",""
"PUSH_W (I8)","BASE","≤5","1.00","2",""
"PUSHF","BASE","[≤6;≤10]","4.00","9",""
"RCL (M16, 0)","BASE","[9;≤17]","4.00","11",""
"RCL (M16, 1)","BASE","[≤1;8]","0.50","1",""
"RCL (M16, CL)","BASE","[2;≤17]","4.00","11",""
"RCL (M16, I8)","BASE","[2;≤17]","4.00","11",""
"RCL (M32, 0)","BASE","[9;≤17]","4.00","11",""
"RCL (M32, 1)","BASE","[≤1;8]","0.50","1",""
"RCL (M32, CL)","BASE","[2;≤17]","4.00","11",""
"RCL (M32, I8)","BASE","[2;≤17]","4.00","11",""
"RCL (M64, 0)","BASE","[9;≤17]","4.00","11",""
"RCL (M64, 1)","BASE","[≤1;8]","0.50","1",""
"RCL (M64, CL)","BASE","[2;≤17]","4.00","11",""
"RCL (M64, I8)","BASE","[2;≤17]","4.00","11",""
"RCL (M8, 0)","BASE","[9;≤17]","4.00","11",""
"RCL (M8, 1)","BASE","[≤1;8]","0.53","1",""
"RCL (M8, CL)","BASE","[2;≤17]","4.00","11",""
"RCL (M8, I8)","BASE","[2;≤17]","4.00","11",""
"RCL (R16, 0)","BASE","2","4.00","9",""
"RCL (R16, 1)","BASE","1","0.36","1",""
"RCL (R16, CL)","BASE","[2;3]","4.00","9",""
"RCL (R16, I8)","BASE","2","4.00","9",""
"RCL (R32, 0)","BASE","2","4.00","9",""
"RCL (R32, 1)","BASE","1","0.36","1",""
"RCL (R32, CL)","BASE","[2;3]","4.00","9",""
"RCL (R32, I8)","BASE","2","4.00","9",""
"RCL (R64, 0)","BASE","2","4.00","9",""
"RCL (R64, 1)","BASE","1","0.36","1",""
"RCL (R64, CL)","BASE","[2;3]","4.00","9",""
"RCL (R64, I8)","BASE","2","4.00","9",""
"RCL (R8h, 0)","BASE","2","4.00","9",""
"RCL (R8h, 1)","BASE","1","0.38","1",""
"RCL (R8h, CL)","BASE","[2;3]","4.00","9",""
"RCL (R8h, I8)","BASE","2","4.00","9",""
"RCL (R8l, CL)","BASE","[2;3]","4.00","9",""
"RCL_R0 (R8l, 0)","BASE","2","4.00","9",""
"RCL_R0 (R8l, 1)","BASE","1","0.38","1",""
"RCL_R0 (R8l, I8)","BASE","2","4.00","9",""
"RCL_R4 (R8l, 0)","BASE","2","4.00","9",""
"RCL_R4 (R8l, 1)","BASE","1","0.37","1",""
"RCL_R4 (R8l, I8)","BASE","2","4.00","9",""
"RCR (M16, 0)","BASE","[9;≤17]","4.00","10",""
"RCR (M16, 1)","BASE","[≤1;8]","0.50","1",""
"RCR (M16, CL)","BASE","[2;≤17]","4.00","9",""
"RCR (M16, I8)","BASE","[2;≤17]","4.00","10",""
"RCR (M32, 0)","BASE","[9;≤17]","4.00","10",""
"RCR (M32, 1)","BASE","[≤1;8]","0.50","1",""
"RCR (M32, CL)","BASE","[2;≤17]","4.00","9",""
"RCR (M32, I8)","BASE","[2;≤17]","4.00","10",""
"RCR (M64, 0)","BASE","[9;≤17]","4.00","10",""
"RCR (M64, 1)","BASE","[≤1;8]","0.50","1",""
"RCR (M64, CL)","BASE","[2;≤17]","4.00","9",""
"RCR (M64, I8)","BASE","[2;≤17]","4.00","10",""
"RCR (M8, 0)","BASE","[9;≤17]","4.00","10",""
"RCR (M8, 1)","BASE","[≤1;8]","0.52","1",""
"RCR (M8, CL)","BASE","[2;≤17]","4.00","9",""
"RCR (M8, I8)","BASE","[2;≤17]","4.00","10",""
"RCR (R16, 0)","BASE","2","3.00","7",""
"RCR (R16, 1)","BASE","1","0.36","1",""
"RCR (R16, CL)","BASE","[2;3]","3.00","7",""
"RCR (R16, I8)","BASE","2","3.00","7",""
"RCR (R32, 0)","BASE","2","3.00","7",""
"RCR (R32, 1)","BASE","1","0.36","1",""
"RCR (R32, CL)","BASE","[2;3]","3.00","7",""
"RCR (R32, I8)","BASE","2","3.00","7",""
"RCR (R64, 0)","BASE","2","3.00","7",""
"RCR (R64, 1)","BASE","1","0.36","1",""
"RCR (R64, CL)","BASE","[2;3]","3.00","7",""
"RCR (R64, I8)","BASE","2","3.00","7",""
"RCR (R8h, 0)","BASE","2","3.00","7",""
"RCR (R8h, 1)","BASE","1","0.38","1",""
"RCR (R8h, CL)","BASE","[2;3]","3.00","7",""
"RCR (R8h, I8)","BASE","2","3.00","7",""
"RCR (R8l, CL)","BASE","[2;3]","3.00","7",""
"RCR_R0 (R8l, 0)","BASE","2","3.00","7",""
"RCR_R0 (R8l, 1)","BASE","1","0.38","1",""
"RCR_R0 (R8l, I8)","BASE","2","3.00","7",""
"RCR_R4 (R8l, 0)","BASE","2","3.00","7",""
"RCR_R4 (R8l, 1)","BASE","1","0.37","1",""
"RCR_R4 (R8l, I8)","BASE","2","3.00","7",""
"RDMSR","BASE","","172.50","109",""
"RDPMC","BASE","","23.40","23",""
"RDTSC","BASE","","38.00","27",""
"RET_FAR","BASE","","","",""
"RET_FAR (I16)","BASE","","","",""
"RET_FAR_Q","BASE","","","",""
"RET_FAR_Q (I16)","BASE","","","",""
"RET_FAR_W","BASE","","","",""
"RET_FAR_W (I16)","BASE","","","",""
"RET_NEAR","BASE","","23.50","1",""
"RET_NEAR (I16)","BASE","","34.40","4",""
"ROL (M16, 0)","BASE","[1;≤7]","0.52","1",""
"ROL (M16, 1)","BASE","[≤1;8]","0.50","1",""
"ROL (M16, CL)","BASE","[≤0;41]","0.52","1",""
"ROL (M16, I8)","BASE","[≤1;8]","0.50","1",""
"ROL (M32, 0)","BASE","[1;≤7]","0.50","1",""
"ROL (M32, 1)","BASE","[≤1;8]","0.50","1",""
"ROL (M32, CL)","BASE","[≤0;41]","0.50","1",""
"ROL (M32, I8)","BASE","[≤1;8]","0.50","1",""
"ROL (M64, 0)","BASE","[1;≤7]","0.50","1",""
"ROL (M64, 1)","BASE","[≤1;8]","0.50","1",""
"ROL (M64, CL)","BASE","[≤0;41]","0.50","1",""
"ROL (M64, I8)","BASE","[≤1;8]","0.50","1",""
"ROL (M8, 0)","BASE","[1;≤7]","0.52","1",""
"ROL (M8, 1)","BASE","[≤1;8]","0.50","1",""
"ROL (M8, CL)","BASE","[≤0;41]","0.52","1",""
"ROL (M8, I8)","BASE","[≤1;8]","0.50","1",""
"ROL (R16, 0)","BASE","1","0.33","1",""
"ROL (R16, 1)","BASE","1","0.33","1",""
"ROL (R16, CL)","BASE","[0;38]","0.33","1",""
"ROL (R16, I8)","BASE","1","0.33","1",""
"ROL (R32, 0)","BASE","1","0.33","1",""
"ROL (R32, 1)","BASE","1","0.33","1",""
"ROL (R32, CL)","BASE","[0;39]","0.33","1",""
"ROL (R32, I8)","BASE","1","0.33","1",""
"ROL (R64, 0)","BASE","1","0.33","1",""
"ROL (R64, 1)","BASE","1","0.33","1",""
"ROL (R64, CL)","BASE","[0;39]","0.33","1",""
"ROL (R64, I8)","BASE","1","0.33","1",""
"ROL (R8h, 0)","BASE","1","0.38","1",""
"ROL (R8h, 1)","BASE","1","0.38","1",""
"ROL (R8h, CL)","BASE","[0;39]","0.33","1",""
"ROL (R8h, I8)","BASE","1","0.38","1",""
"ROL (R8l, CL)","BASE","[0;39]","0.33","1",""
"ROL_R0 (R8l, 0)","BASE","1","0.33","1",""
"ROL_R0 (R8l, 1)","BASE","1","0.33","1",""
"ROL_R0 (R8l, I8)","BASE","1","0.33","1",""
"ROL_R4 (R8l, 0)","BASE","1","0.33","1",""
"ROL_R4 (R8l, 1)","BASE","1","0.33","1",""
"ROL_R4 (R8l, I8)","BASE","1","0.33","1",""
"ROR (M16, 0)","BASE","[1;≤7]","0.52","1",""
"ROR (M16, 1)","BASE","[≤1;8]","0.50","1",""
"ROR (M16, CL)","BASE","[≤0;41]","0.52","1",""
"ROR (M16, I8)","BASE","[≤1;8]","0.50","1",""
"ROR (M32, 0)","BASE","[1;≤7]","0.50","1",""
"ROR (M32, 1)","BASE","[≤1;8]","0.50","1",""
"ROR (M32, CL)","BASE","[≤0;41]","0.50","1",""
"ROR (M32, I8)","BASE","[≤1;8]","0.50","1",""
"ROR (M64, 0)","BASE","[1;≤7]","0.50","1",""
"ROR (M64, 1)","BASE","[≤1;8]","0.50","1",""
"ROR (M64, CL)","BASE","[≤0;41]","0.50","1",""
"ROR (M64, I8)","BASE","[≤1;8]","0.50","1",""
"ROR (M8, 0)","BASE","[1;≤7]","0.52","1",""
"ROR (M8, 1)","BASE","[≤1;8]","0.50","1",""
"ROR (M8, CL)","BASE","[≤0;41]","0.52","1",""
"ROR (M8, I8)","BASE","[≤1;8]","0.50","1",""
"ROR (R16, 0)","BASE","1","0.33","1",""
"ROR (R16, 1)","BASE","1","0.33","1",""
"ROR (R16, CL)","BASE","[0;38]","0.33","1",""
"ROR (R16, I8)","BASE","1","0.33","1",""
"ROR (R32, 0)","BASE","1","0.33","1",""
"ROR (R32, 1)","BASE","1","0.33","1",""
"ROR (R32, CL)","BASE","[0;39]","0.33","1",""
"ROR (R32, I8)","BASE","1","0.33","1",""
"ROR (R64, 0)","BASE","1","0.33","1",""
"ROR (R64, 1)","BASE","1","0.33","1",""
"ROR (R64, CL)","BASE","[0;39]","0.33","1",""
"ROR (R64, I8)","BASE","1","0.33","1",""
"ROR (R8h, 0)","BASE","1","0.38","1",""
"ROR (R8h, 1)","BASE","1","0.38","1",""
"ROR (R8h, CL)","BASE","[0;38]","0.33","1",""
"ROR (R8h, I8)","BASE","1","0.38","1",""
"ROR (R8l, CL)","BASE","[0;39]","0.33","1",""
"ROR_R0 (R8l, 0)","BASE","1","0.33","1",""
"ROR_R0 (R8l, 1)","BASE","1","0.33","1",""
"ROR_R0 (R8l, I8)","BASE","1","0.33","1",""
"ROR_R4 (R8l, 0)","BASE","1","0.33","1",""
"ROR_R4 (R8l, 1)","BASE","1","0.33","1",""
"ROR_R4 (R8l, I8)","BASE","1","0.33","1",""
"RSM","BASE","","","",""
"SAHF","BASE","1","0.18","1",""
"SAR (M16, 0)","BASE","[1;≤7]","0.52","1",""
"SAR (M16, 1)","BASE","[≤1;8]","0.50","1",""
"SAR (M16, CL)","BASE","[≤0;41]","0.52","1",""
"SAR (M16, I8)","BASE","[≤1;8]","0.50","1",""
"SAR (M32, 0)","BASE","[1;≤7]","0.50","1",""
"SAR (M32, 1)","BASE","[≤1;8]","0.50","1",""
"SAR (M32, CL)","BASE","[≤0;41]","0.50","1",""
"SAR (M32, I8)","BASE","[≤1;8]","0.50","1",""
"SAR (M64, 0)","BASE","[1;≤7]","0.50","1",""
"SAR (M64, 1)","BASE","[≤1;8]","0.50","1",""
"SAR (M64, CL)","BASE","[≤0;41]","0.50","1",""
"SAR (M64, I8)","BASE","[≤1;8]","0.50","1",""
"SAR (M8, 0)","BASE","[1;≤7]","0.52","1",""
"SAR (M8, 1)","BASE","[≤1;8]","0.53","1",""
"SAR (M8, CL)","BASE","[≤0;41]","0.52","1",""
"SAR (M8, I8)","BASE","[≤1;8]","0.52","1",""
"SAR (R16, 0)","BASE","1","0.33","1",""
"SAR (R16, 1)","BASE","1","0.33","1",""
"SAR (R16, CL)","BASE","[0;20]","0.33","1",""
"SAR (R16, I8)","BASE","1","0.33","1",""
"SAR (R32, 0)","BASE","1","0.33","1",""
"SAR (R32, 1)","BASE","1","0.33","1",""
"SAR (R32, CL)","BASE","[0;20]","0.33","1",""
"SAR (R32, I8)","BASE","1","0.33","1",""
"SAR (R64, 0)","BASE","1","0.33","1",""
"SAR (R64, 1)","BASE","1","0.33","1",""
"SAR (R64, CL)","BASE","[0;20]","0.33","1",""
"SAR (R64, I8)","BASE","1","0.33","1",""
"SAR (R8h, 0)","BASE","1","0.38","1",""
"SAR (R8h, 1)","BASE","1","0.38","1",""
"SAR (R8h, CL)","BASE","[0;38]","0.33","1",""
"SAR (R8h, I8)","BASE","1","0.38","1",""
"SAR (R8l, CL)","BASE","[0;20]","0.33","1",""
"SAR_R0 (R8l, 0)","BASE","1","0.33","1",""
"SAR_R0 (R8l, 1)","BASE","1","0.33","1",""
"SAR_R0 (R8l, I8)","BASE","1","0.33","1",""
"SAR_R4 (R8l, 0)","BASE","1","0.33","1",""
"SAR_R4 (R8l, 1)","BASE","1","0.33","1",""
"SAR_R4 (R8l, I8)","BASE","1","0.33","1",""
"SBB (AL, 0)","BASE","1","0.28","1",""
"SBB (AL, I8)","BASE","1","0.28","1",""
"SBB (AX, I16)","BASE","1","0.33","1",""
"SBB (EAX, I32)","BASE","1","0.29","1",""
"SBB (M16, 0)","BASE","[≤1;8]","0.50","1",""
"SBB (M16, I16)","BASE","[≤1;8]","0.50","1",""
"SBB (M16, I8)","BASE","[≤1;8]","0.50","1",""
"SBB (M16, R16)","BASE","[≤1;8]","0.50","1",""
"SBB (M32, 0)","BASE","[≤1;8]","0.50","1",""
"SBB (M32, I32)","BASE","[≤1;8]","0.50","1",""
"SBB (M32, I8)","BASE","[≤1;8]","0.50","1",""
"SBB (M32, R32)","BASE","[≤1;8]","0.50","1",""
"SBB (M64, 0)","BASE","[≤1;8]","0.50","1",""
"SBB (M64, I32)","BASE","[≤1;8]","0.50","1",""
"SBB (M64, I8)","BASE","[≤1;8]","0.50","1",""
"SBB (M64, R64)","BASE","[≤1;8]","0.50","1",""
"SBB (M8, 0)","BASE","[≤1;8]","0.52","1",""
"SBB (M8, I8)","BASE","[≤1;8]","0.52","1",""
"SBB (M8, R8h)","BASE","[≤1;8]","0.50","1",""
"SBB (M8, R8l)","BASE","[≤1;8]","0.52","1",""
"SBB (R16, 0)","BASE","1","0.23","1",""
"SBB (R16, I16)","BASE","1","0.23","1",""
"SBB (R16, I8)","BASE","1","0.23","1",""
"SBB (R16, M16)","BASE","[≤1;5]","0.25","1",""
"SBB (R32, 0)","BASE","1","0.23","1",""
"SBB (R32, I32)","BASE","1","0.23","1",""
"SBB (R32, I8)","BASE","1","0.23","1",""
"SBB (R32, M32)","BASE","[≤1;5]","0.25","1",""
"SBB (R64, 0)","BASE","1","0.23","1",""
"SBB (R64, I32)","BASE","1","0.25","1",""
"SBB (R64, I8)","BASE","1","0.23","1",""
"SBB (R64, M64)","BASE","[≤1;5]","0.25","1",""
"SBB (R8h, 0)","BASE","1","0.27","1",""
"SBB (R8h, I8)","BASE","1","0.27","1",""
"SBB (R8h, M8)","BASE","[≤1;5]","0.27","1",""
"SBB (R8l, M8)","BASE","[≤1;5]","0.25","1",""
"SBB (RAX, I32)","BASE","1","0.27","1",""
"SBB_18 (R8h, R8h)","BASE","1","0.33","1",""
"SBB_18 (R8h, R8l)","BASE","1","0.33","1",""
"SBB_18 (R8l, R8h)","BASE","1","0.33","1",""
"SBB_18 (R8l, R8l)","BASE","1","0.23","1",""
"SBB_19 (R16, R16)","BASE","1","0.23","1",""
"SBB_19 (R32, R32)","BASE","1","0.23","1",""
"SBB_19 (R64, R64)","BASE","1","0.23","1",""
"SBB_1A (R8h, R8h)","BASE","1","0.33","1",""
"SBB_1A (R8h, R8l)","BASE","1","0.33","1",""
"SBB_1A (R8l, R8h)","BASE","1","0.33","1",""
"SBB_1A (R8l, R8l)","BASE","1","0.23","1",""
"SBB_1B (R16, R16)","BASE","1","0.23","1",""
"SBB_1B (R32, R32)","BASE","1","0.23","1",""
"SBB_1B (R64, R64)","BASE","1","0.23","1",""
"SBB_LOCK (M16, 0)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M16, I16)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M16, I8)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M16, R16)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M32, 0)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M32, I32)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M32, I8)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M32, R32)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M64, 0)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M64, I32)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M64, I8)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M64, R64)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M8, 0)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M8, I8)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M8, R8h)","BASE","[1;18]","19.77","1",""
"SBB_LOCK (M8, R8l)","BASE","[1;18]","19.77","1",""
"SBB_R0 (R8l, 0)","BASE","1","0.25","1",""
"SBB_R0 (R8l, I8)","BASE","1","0.25","1",""
"SBB_R4 (R8l, 0)","BASE","1","0.25","1",""
"SBB_R4 (R8l, I8)","BASE","1","0.25","1",""
"SCASB","BASE","[1;≤7]","3.00","3",""
"SCASB_REPE","BASE","","37.89","78",""
"SCASB_REPNE","BASE","","37.43","78",""
"SCASD","BASE","[1;≤8]","3.00","3",""
"SCASD_REPE","BASE","","21.00","3",""
"SCASD_REPNE","BASE","","21.00","3",""
"SCASW","BASE","[1;≤7]","3.00","3",""
"SCASW_REPE","BASE","","21.00","3",""
"SCASW_REPNE","BASE","","21.00","3",""
"SETB (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETB (R8h)","BASE","1","0.25","1",""
"SETB (R8l)","BASE","1","0.20","1",""
"SETBE (M8)","BASE","[≤0;≤2]","0.50","1",""
"SETBE (R8h)","BASE","1","0.25","1",""
"SETBE (R8l)","BASE","1","0.20","1",""
"SETL (M8)","BASE","[≤0;≤2]","0.50","1",""
"SETL (R8h)","BASE","1","0.25","1",""
"SETL (R8l)","BASE","1","0.20","1",""
"SETLE (M8)","BASE","[≤0;≤2]","0.50","1",""
"SETLE (R8h)","BASE","1","0.25","1",""
"SETLE (R8l)","BASE","1","0.20","1",""
"SETNB (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETNB (R8h)","BASE","1","0.25","1",""
"SETNB (R8l)","BASE","1","0.20","1",""
"SETNBE (M8)","BASE","[≤0;≤2]","0.50","1",""
"SETNBE (R8h)","BASE","1","0.25","1",""
"SETNBE (R8l)","BASE","1","0.20","1",""
"SETNL (M8)","BASE","[≤0;≤2]","0.50","1",""
"SETNL (R8h)","BASE","1","0.25","1",""
"SETNL (R8l)","BASE","1","0.20","1",""
"SETNLE (M8)","BASE","[≤0;≤2]","0.50","1",""
"SETNLE (R8h)","BASE","1","0.25","1",""
"SETNLE (R8l)","BASE","1","0.20","1",""
"SETNO (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETNO (R8h)","BASE","1","0.25","1",""
"SETNO (R8l)","BASE","1","0.20","1",""
"SETNP (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETNP (R8h)","BASE","1","0.25","1",""
"SETNP (R8l)","BASE","1","0.20","1",""
"SETNS (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETNS (R8h)","BASE","1","0.25","1",""
"SETNS (R8l)","BASE","1","0.20","1",""
"SETNZ (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETNZ (R8h)","BASE","1","0.25","1",""
"SETNZ (R8l)","BASE","1","0.20","1",""
"SETO (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETO (R8h)","BASE","1","0.25","1",""
"SETO (R8l)","BASE","1","0.20","1",""
"SETP (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETP (R8h)","BASE","1","0.25","1",""
"SETP (R8l)","BASE","1","0.20","1",""
"SETS (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETS (R8h)","BASE","1","0.25","1",""
"SETS (R8l)","BASE","1","0.20","1",""
"SETZ (M8)","BASE","[≤1;≤2]","0.50","1",""
"SETZ (R8h)","BASE","1","0.25","1",""
"SETZ (R8l)","BASE","1","0.20","1",""
"SGDT (M80)","BASE","[≤18;≤23]","5.00","13",""
"SHL (M16, 0)","BASE","[1;≤7]","0.52","1",""
"SHL (M16, 1)","BASE","[≤1;8]","0.50","1",""
"SHL (M16, CL)","BASE","[≤0;41]","0.52","1",""
"SHL (M16, I8)","BASE","[≤1;8]","0.50","1",""
"SHL (M32, 0)","BASE","[1;≤7]","0.50","1",""
"SHL (M32, 1)","BASE","[≤1;8]","0.50","1",""
"SHL (M32, CL)","BASE","[≤0;41]","0.50","1",""
"SHL (M32, I8)","BASE","[≤1;8]","0.50","1",""
"SHL (M64, 0)","BASE","[1;≤7]","0.50","1",""
"SHL (M64, 1)","BASE","[≤1;8]","0.50","1",""
"SHL (M64, CL)","BASE","[≤0;41]","0.50","1",""
"SHL (M64, I8)","BASE","[≤1;8]","0.50","1",""
"SHL (M8, 0)","BASE","[1;≤7]","0.52","1",""
"SHL (M8, 1)","BASE","[≤1;8]","0.53","1",""
"SHL (M8, CL)","BASE","[≤0;41]","0.52","1",""
"SHL (M8, I8)","BASE","[≤1;8]","0.52","1",""
"SHL (R16, 0)","BASE","1","0.33","1",""
"SHL (R16, 1)","BASE","1","0.33","1",""
"SHL (R16, CL)","BASE","[0;20]","0.33","1",""
"SHL (R16, I8)","BASE","1","0.33","1",""
"SHL (R32, 0)","BASE","1","0.33","1",""
"SHL (R32, 1)","BASE","1","0.33","1",""
"SHL (R32, CL)","BASE","[0;20]","0.33","1",""
"SHL (R32, I8)","BASE","1","0.33","1",""
"SHL (R64, 0)","BASE","1","0.33","1",""
"SHL (R64, 1)","BASE","1","0.33","1",""
"SHL (R64, CL)","BASE","[0;20]","0.33","1",""
"SHL (R64, I8)","BASE","1","0.33","1",""
"SHL (R8h, 0)","BASE","1","0.38","1",""
"SHL (R8h, 1)","BASE","1","0.38","1",""
"SHL (R8h, CL)","BASE","[0;38]","0.33","1",""
"SHL (R8h, I8)","BASE","1","0.38","1",""
"SHL (R8l, CL)","BASE","[0;20]","0.33","1",""
"SHL_R0 (R8l, 0)","BASE","1","0.33","1",""
"SHL_R0 (R8l, 1)","BASE","1","0.33","1",""
"SHL_R0 (R8l, I8)","BASE","1","0.33","1",""
"SHL_R4 (R8l, 0)","BASE","1","0.33","1",""
"SHL_R4 (R8l, 1)","BASE","1","0.33","1",""
"SHL_R4 (R8l, I8)","BASE","1","0.33","1",""
"SHLD (M16, R16, 0)","BASE","[≤9;≤17]","1.09","6",""
"SHLD (M16, R16, CL)","BASE","[0;43]","1.09","6",""
"SHLD (M16, R16, I8)","BASE","[0;≤17]","1.10","6",""
"SHLD (M32, R32, 0)","BASE","[≤9;≤17]","1.09","6",""
"SHLD (M32, R32, CL)","BASE","[0;43]","1.09","6",""
"SHLD (M32, R32, I8)","BASE","[0;≤17]","1.10","6",""
"SHLD (M64, R64, 0)","BASE","[≤9;≤17]","1.09","6",""
"SHLD (M64, R64, CL)","BASE","[0;43]","1.09","6",""
"SHLD (M64, R64, I8)","BASE","[0;≤17]","1.10","6",""
"SHLD (R16, R16, 0)","BASE","2","1.00","4",""
"SHLD (R16, R16, CL)","BASE","[0;21]","1.00","5",""
"SHLD (R16, R16, I8)","BASE","[0;2]","0.98","4",""
"SHLD (R32, R32, 0)","BASE","2","1.00","4",""
"SHLD (R32, R32, CL)","BASE","[0;21]","1.00","5",""
"SHLD (R32, R32, I8)","BASE","[0;2]","1.00","4",""
"SHLD (R64, R64, 0)","BASE","2","1.00","4",""
"SHLD (R64, R64, CL)","BASE","[0;21]","1.00","5",""
"SHLD (R64, R64, I8)","BASE","[0;2]","1.00","4",""
"SHR (M16, 0)","BASE","[1;≤7]","0.52","1",""
"SHR (M16, 1)","BASE","[≤1;8]","0.50","1",""
"SHR (M16, CL)","BASE","[≤0;41]","0.52","1",""
"SHR (M16, I8)","BASE","[≤1;8]","0.50","1",""
"SHR (M32, 0)","BASE","[1;≤7]","0.50","1",""
"SHR (M32, 1)","BASE","[≤1;8]","0.50","1",""
"SHR (M32, CL)","BASE","[≤0;41]","0.50","1",""
"SHR (M32, I8)","BASE","[≤1;8]","0.50","1",""
"SHR (M64, 0)","BASE","[1;≤7]","0.50","1",""
"SHR (M64, 1)","BASE","[≤1;8]","0.50","1",""
"SHR (M64, CL)","BASE","[≤0;41]","0.50","1",""
"SHR (M64, I8)","BASE","[≤1;8]","0.50","1",""
"SHR (M8, 0)","BASE","[1;≤7]","0.52","1",""
"SHR (M8, 1)","BASE","[≤1;8]","0.53","1",""
"SHR (M8, CL)","BASE","[≤0;41]","0.52","1",""
"SHR (M8, I8)","BASE","[≤1;8]","0.52","1",""
"SHR (R16, 0)","BASE","1","0.33","1",""
"SHR (R16, 1)","BASE","1","0.33","1",""
"SHR (R16, CL)","BASE","[0;20]","0.33","1",""
"SHR (R16, I8)","BASE","1","0.33","1",""
"SHR (R32, 0)","BASE","1","0.33","1",""
"SHR (R32, 1)","BASE","1","0.33","1",""
"SHR (R32, CL)","BASE","[0;20]","0.33","1",""
"SHR (R32, I8)","BASE","1","0.33","1",""
"SHR (R64, 0)","BASE","1","0.33","1",""
"SHR (R64, 1)","BASE","1","0.33","1",""
"SHR (R64, CL)","BASE","[0;20]","0.33","1",""
